Country_ID_code,x,pname,y,lo,md,hi
1,0,prob0,0.549546612398069,0.459025179088914,0.506852385395206,0.544251825084042
1,0,prob1,0.32330708831829,0.313562485588498,0.363727929125016,0.410443465038476
1,0,prob2,0.128406544252316,0.106099065526024,0.13980354865791,0.172336959673517
1,0.0328515,prob0,0.548754701641269,0.458497897567701,0.50611591284034,0.543372678058359
1,0.0328515,prob1,0.323771153032341,0.314032488015077,0.363959488315047,0.410369567826042
1,0.0328515,prob2,0.128704800720738,0.106521098027007,0.140101411801549,0.172612813539849
1,0.065703,prob0,0.547962543780206,0.457970708890274,0.505379413613572,0.54249326076465
1,0.065703,prob1,0.324235563603687,0.314502871009047,0.364060845434843,0.410295674930025
1,0.065703,prob2,0.129003647598725,0.106944608178532,0.140399808865445,0.172889016789467
1,0.0985545,prob0,0.547170142621461,0.457443614068987,0.504642891128559,0.541613578653901
1,0.0985545,prob1,0.324700317535537,0.314973631961954,0.364157549210038,0.410221786812474
1,0.0985545,prob2,0.129303085869005,0.107369599151062,0.140698740512562,0.173165569685002
1,0.131406,prob0,0.546377501913011,0.45691661404267,0.503906348898049,0.54073363720827
1,0.131406,prob1,0.325165411438979,0.315444767318816,0.364254264221708,0.410147904155885
1,0.131406,prob2,0.129603116654843,0.107796073910652,0.140998207477092,0.173442472544212
1,0.1642576,prob0,0.545584622931975,0.456389708074994,0.50316978828893,0.539853439260597
1,0.1642576,prob1,0.325630842471973,0.315916274036681,0.364350990759639,0.410074027632056
1,0.1642576,prob2,0.129903742133471,0.108224036525876,0.141298211477047,0.173719726583256
1,0.1971091,prob0,0.544791514141022,0.455862900171864,0.502433217487802,0.538972995711655
1,0.1971091,prob1,0.32609660269287,0.31629987878318,0.364447728230809,0.41000015879536
1,0.1971091,prob2,0.130204961871293,0.10865348695444,0.141598751558341,0.17399733053857
1,0.2299606,prob0,0.543998176708854,0.455336189460105,0.501696638045655,0.538092309453444
1,0.2299606,prob1,0.326562687582537,0.316651500705324,0.364584612661844,0.409926298727304
1,0.2299606,prob2,0.1305067783119,0.109084428861483,0.141914358234385,0.17427528572941
1,0.2628121,prob0,0.543204614165166,0.454809576605403,0.500960053843395,0.537211386084914
1,0.2628121,prob1,0.327029090399676,0.317003318542719,0.364795705940274,0.409852448929972
1,0.2628121,prob2,0.130809193114892,0.109516864415316,0.142240793640073,0.174553592681877
1,0.2956636,prob0,0.542410829989068,0.45428306221029,0.500223468847019,0.53633023123226
1,0.2956636,prob1,0.327495803618357,0.31735532825266,0.36503035978247,0.409778611095096
1,0.2956636,prob2,0.131112208067482,0.109950795589975,0.142567869294053,0.174832251971134
1,0.3285151,prob0,0.541616827610666,0.453756646816168,0.499486887104888,0.535448850548138
1,0.3285151,prob1,0.327962818949179,0.317707525375036,0.365265065899209,0.409704787098079
1,0.3285151,prob2,0.1314158250819,0.110386224167359,0.142895586203316,0.175111264220209
1,0.3613666,prob0,0.540822610412621,0.453589564671162,0.498750312745004,0.534024043467281
1,0.3613666,prob1,0.328430127360312,0.318388988648427,0.365514598807468,0.408943122762466
1,0.3613666,prob2,0.131720046192794,0.113809631171781,0.143231482130653,0.174131777360697
1,0.3942181,prob0,0.540028181731706,0.452704114902785,0.49801374997232,0.53368543442381
1,0.3942181,prob1,0.328897719098436,0.318412462000528,0.365804910035919,0.409557189002166
1,0.3942181,prob2,0.132024873554632,0.111261579710291,0.143582328296337,0.175670350322057
1,0.4270696,prob0,0.539233544860349,0.452517773465938,0.497277203066069,0.532365917165238
1,0.4270696,prob1,0.329365583709551,0.319209609397027,0.366095281280576,0.408861691335049
1,0.4270696,prob2,0.1323303094391,0.114589439363274,0.143933890781889,0.174654232765191
1,0.4599212,prob0,0.538438700628361,0.451982036664219,0.496540674135157,0.531536579151884
1,0.4599212,prob1,0.32983371148505,0.319620263701811,0.366385707380365,0.408820980735555
1,0.4599212,prob2,0.132636357165031,0.114981118491573,0.144275390964535,0.174915936055095
1,0.4927727,prob0,0.537643657083076,0.451446409550584,0.495804172083428,0.530707068228491
1,0.4927727,prob1,0.330302087781593,0.320031133013687,0.36667618015914,0.408780274016347
1,0.4927727,prob2,0.132943017367512,0.11537398023102,0.144584477471146,0.175177956539904
1,2.9,prob0,0.479054064113364,0.410991408637539,0.446904624857376,0.473655161550604
1,2.9,prob1,0.364375181968634,0.348038590315992,0.387561222297487,0.417761409120209
1,2.9,prob2,0.157284823376961,0.147916583255699,0.170027659206641,0.198123902544507
1,3,prob0,0.476615626994605,0.409191656184871,0.444722033964188,0.471302266307298
1,3,prob1,0.365737602155783,0.349114622861126,0.388199129582915,0.418500183156678
1,3,prob2,0.158385596316773,0.149233944873767,0.171143952823868,0.199069067448872
1,3.1,prob0,0.474177626003787,0.407393200173636,0.442541243800068,0.468950335105453
1,3.1,prob1,0.36709221415826,0.350186919183495,0.388798289046559,0.419232049206231
1,3.1,prob2,0.159494381486255,0.150534534753937,0.172266337226125,0.200018275455329
1,3.3,prob0,0.469303310607116,0.404699694367258,0.438185360412207,0.464144961130469
1,3.3,prob1,0.369776454416387,0.35401650522056,0.390082749919865,0.419314474812982
1,3.3,prob2,0.161736401158276,0.153345160022574,0.174790753799266,0.201212961313051
1,5.5,prob0,0.416045689991983,0.36588576326157,0.39163119892452,0.412812481304128
1,5.5,prob1,0.396301313051235,0.375286536592815,0.403046329481523,0.438173192043091
1,5.5,prob2,0.188782623393718,0.18059248289493,0.201639876951633,0.2283229308158
1,5.7,prob0,0.411256669174348,0.362162397938163,0.388524496897915,0.40819675998352
1,5.7,prob1,0.39836448183272,0.376989370365562,0.404659959199038,0.439082289803938
1,5.7,prob2,0.191481521526327,0.183397513899231,0.20436080568847,0.231255225187236
1,5.9,prob0,0.406479690722139,0.358153890363851,0.384604228919959,0.403867131865317
1,5.9,prob1,0.400357376774758,0.377910127634247,0.405303178688211,0.440452498143699
1,5.9,prob2,0.194224571181973,0.18579891093762,0.207034184625192,0.234218676431013
1,6,prob0,0.404095956348174,0.356288609049849,0.382563019001574,0.401583530679288
1,6,prob1,0.401326710345783,0.378790406382371,0.405957343951451,0.441208900304033
1,6,prob2,0.195612945892043,0.187269172609927,0.208357071839769,0.235729635807901
1,6.1,prob0,0.401715520822362,0.354427531249093,0.38064745472456,0.399303635348015
1,6.1,prob1,0.402277599067925,0.379661303918697,0.406785643882524,0.441938170998349
1,6.1,prob2,0.197012704724612,0.188747552255332,0.209734565563987,0.237243827347789
1,6.2,prob0,0.399338482553674,0.352938700345274,0.378550801120606,0.396712253840338
1,6.2,prob1,0.403209802309759,0.381039055452397,0.40760820257245,0.441381208247885
